,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9746627028305825,0.9863189380444766,0.976702315678143,0.9022977608616994
Precision_0,0.9890076224869424,0.9929960764630987,0.9899444487259462,0.9275243310238791
Recall_0,0.9923425688774841,0.9949709198547501,0.9933615169339925,0.9987568347339209
F1_0,0.9906722890437208,0.993982517255713,0.991650039170408,0.9618235192863676
Precision_1,0.8235018961225546,0.9191233803938484,0.8781877805724474,1.0
Recall_1,0.8084429428936923,0.9086167874831895,0.904746285301932,0.0
F1_1,0.8159029404219046,0.9138398858566115,0.891269225798113,0.0
Precision_2,0.855884817291086,0.9345997922739304,0.8856374264972151,1.0
Recall_2,0.825398657673851,0.9200046173381046,0.8469352418330832,0.0
F1_2,0.8403653397357331,0.9272447750031163,0.8658540697282352,0.0
Precision_3,0.9214458565312305,0.9365337806723242,0.8393543157226941,1.0
Recall_3,0.8849648133400511,0.9254985454013555,0.7741065188772773,0.0
F1_3,0.9028369617482714,0.9309834631701994,0.8054111181568379,0.0
Precision_4,0.7976222734046877,0.9249871904355252,0.8395902113610837,0.24917848748143556
Recall_4,0.7814501410320226,0.8985896797743488,0.8185830429732869,0.3535423925667828
F1_4,0.78945339345279,0.9115973741794311,0.8289535587069023,0.29232489384907706
Avg_F1,0.867846184880484,0.9355296030930143,0.8766276023120992,0.25082968262708893
